Samples,Plant,Year,Plot,Nitrogen,Days,Soil,fertilizer,Type,Comparing,Nucelic
5067_M_2015_P43_N200_A_20180703_CABBI,Miscanthus,2015,43,200,69,Rizosphere,yes,2015_200_69,1,DNA
5068_M_2015_P43_N200_B_20180703_CABBI,Miscanthus,2015,43,200,69,Rizosphere,yes,2015_200_69,1,DNA
5069_M_2015_P44_N0_A_20180703_CABBI,Miscanthus,2015,44,0,69,Rizosphere,yes,2015_0_69,1,DNA
5070_M_2015_P44_N0_B_20180703_CABBI,Miscanthus,2015,44,0,69,Rizosphere,yes,2015_0_69,1,DNA
5071_M_2015_P45_N400_A_20180703_CABBI,Miscanthus,2015,45,400,69,Rizosphere,yes,2015_400_69,1,DNA
5072_M_2015_P45_N400_B_20180703_CABBI,Miscanthus,2015,45,400,69,Rizosphere,yes,2015_400_69,1,DNA
5073_C_2018_P33_N200_A_20180703_CABBI,Corn,2018,33,200,69,Rizosphere,yes,2018_200_69,3,DNA
5074_C_2018_P33_N200_B_20180703_CABBI,Corn,2018,33,200,69,Rizosphere,yes,2018_200_69,3,DNA
5075_C_2018_P34_N300_A_20180703_CABBI,Corn,2018,34,300,69,Rizosphere,yes,2018_300_69,3,DNA
5076_C_2018_P34_N300_B_20180703_CABBI,Corn,2018,34,300,69,Rizosphere,yes,2018_300_69,3,DNA
5077_C_2018_P35_N0_A_20180703_CABBI,Corn,2018,35,0,69,Rizosphere,yes,2018_0_69,3,DNA
5078_C_2018_P35_N0_B_20180703_CABBI,Corn,2018,35,0,69,Rizosphere,yes,2018_0_69,3,DNA
5079_C_2018_P37_N300_A_20180703_CABBI,Corn,2018,37,300,69,Rizosphere,yes,2018_300_69,3,DNA
5080_C_2018_P37_N300_B_20180703_CABBI,Corn,2018,37,300,69,Rizosphere,yes,2018_300_69,3,DNA
5081_C_2018_P39_N0_A_20180703_CABBI,Corn,2018,39,0,69,Rizosphere,yes,2018_0_69,3,DNA
5082_C_2018_P39_N0_B_20180703_CABBI,Corn,2018,39,0,69,Rizosphere,yes,2018_0_69,3,DNA
5083_C_2018_P40_N200_A_20180703_CABBI,Corn,2018,40,200,69,Rizosphere,yes,2018_200_69,3,DNA
5084_C_2018_P40_N200_B_20180703_CABBI,Corn,2018,40,200,69,Rizosphere,yes,2018_200_69,3,DNA
5085_C_2018_P43_N200_A_20180703_CABBI,Corn,2018,43,200,69,Rizosphere,yes,2018_200_69,3,DNA
5086_C_2018_P43_N200_B_20180703_CABBI,Corn,2018,43,200,69,Rizosphere,yes,2018_200_69,3,DNA
5087_C_2018_P44_N0_A_20180703_CABBI,Corn,2018,44,0,69,Rizosphere,yes,2018_0_69,3,DNA
5088_C_2018_P44_N0_B_20180703_CABBI,Corn,2018,44,0,69,Rizosphere,yes,2018_0_69,3,DNA
5089_C_2018_P45_N300_A_20180703_CABBI,Corn,2018,45,300,69,Rizosphere,yes,2018_300_69,3,DNA
5090_C_2018_P45_N300_B_20180703_CABBI,Corn,2018,45,300,69,Rizosphere,yes,2018_300_69,3,DNA
5091_M_2017_P46_N0_A_20180703_CABBI,Miscanthus,2017,46,0,69,Rizosphere,yes,2017_0_69,2,DNA
5092_M_2017_P46_N0_B_20180703_CABBI,Miscanthus,2017,46,0,69,Rizosphere,yes,2017_0_69,2,DNA
5093_M_2017_P48_N400_A_20180703_CABBI,Miscanthus,2017,48,400,69,Rizosphere,yes,2017_400_69,2,DNA
5094_M_2017_P48_N400_B_20180703_CABBI,Miscanthus,2017,48,400,69,Rizosphere,yes,2017_400_69,2,DNA
5095_M_2017_P50_N200_A_20180703_CABBI,Miscanthus,2017,50,200,69,Rizosphere,yes,2017_200_69,2,DNA
5096_M_2017_P50_N200_B_20180703_CABBI,Miscanthus,2017,50,200,69,Rizosphere,yes,2017_200_69,2,DNA
5097_M_2015_P53_N400_A_20180703_CABBI,Miscanthus,2015,53,400,69,Rizosphere,yes,2015_400_69,1,DNA
5098_M_2015_P53_N400_B_20180703_CABBI,Miscanthus,2015,53,400,69,Rizosphere,yes,2015_400_69,1,DNA
5099_M_2015_P54_N200_A_20180703_CABBI,Miscanthus,2015,54,200,69,Rizosphere,yes,2015_200_69,1,DNA
5100_M_2015_P54_N200_B_20180703_CABBI,Miscanthus,2015,54,200,69,Rizosphere,yes,2015_200_69,1,DNA
5101_M_2015_P55_N0_A_20180703_CABBI,Miscanthus,2015,55,0,69,Rizosphere,yes,2015_0_69,1,DNA
5102_M_2015_P55_N0_B_20180703_CABBI,Miscanthus,2015,55,0,69,Rizosphere,yes,2015_0_69,1,DNA
5103_M_2016_P56_N0_A_20180703_CABBI,Miscanthus,2016,56,0,69,Rizosphere,yes,2016_0_69,1,DNA
5104_M_2016_P56_N0_B_20180703_CABBI,Miscanthus,2016,56,0,69,Rizosphere,yes,2016_0_69,1,DNA
5105_M_2016_P58_N400_A_20180703_CABBI,Miscanthus,2016,58,400,69,Rizosphere,yes,2016_400_69,1,DNA
5106_M_2016_P58_N400_B_20180703_CABBI,Miscanthus,2016,58,400,69,Rizosphere,yes,2016_400_69,1,DNA
5107_M_2016_P60_N200_A_20180703_CABBI,Miscanthus,2016,60,200,69,Rizosphere,yes,2016_200_69,1,DNA
5108_M_2016_P60_N200_B_20180703_CABBI,Miscanthus,2016,60,200,69,Rizosphere,yes,2016_200_69,1,DNA
